"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE1d.5","2017-18","Overweight or obese","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who are overweight or obese","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","64.8","68.3","65.0","66.3","68.3","68.9","64.1","65.7","","66.3"
"SE1d.5","2017-18","Overweight or obese","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who are overweight or obese","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","3844.3","3329.6","2348.6","1254.5","909.4","269.8","196.1","79.5","","12242.0"
"SE1d.5","2017-18","Overweight or obese","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with measured weighted and height","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","5881.5","4869.3","3573.2","1877.7","1306.2","382.7","307.0","121.7","","18324.3"
"SE1d.5","2012-13","Overweight or obese","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who are overweight or obese","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","%","73.9","66.7","70.1","69.9","67.6","65.9","62.1","57.3","","69.2"
"SE1d.5","2012-13","Overweight or obese","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who are overweight or obese","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","% (±)","3.2","5.8","2.9","3.3","4.5","4.6","9.0","5.3","","1.6"
"SE1d.5","2012-13","Overweight or obese","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who are overweight or obese","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","% (AS)","76.4","71.0","72.4","73.7","71.9","69.2","72.9","61.5","","72.4"
"SE1d.5","2012-13","Overweight or obese","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who are overweight or obese","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","'000","70.6","13.8","62.2","27.8","11.0","7.6","1.8","20.3","","215.2"
"SE1d.5","2012-13","Overweight or obese","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with measured weighted and height","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","'000","95.6","20.7","88.6","39.8","16.3","11.5","2.9","35.5","","311.0"
"SE1d.5","2011-12","Overweight or obese","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who are overweight or obese","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","% (AS)","61.0","61.1","64.5","65.3","65.5","63.8","62.5","62.1","","62.6"
"SE1d.5","2011-12","Overweight or obese","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who are overweight or obese","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","'000","2886.0","2105.4","1828.6","971.9","693.7","206.6","143.2","56.8","","8892.2"
"SE1d.5","2011-12","Overweight or obese","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with measured weighted and height","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","'000","5477.3","4295.3","3299.5","1718.9","1245.7","369.7","275.6","113.4","","16795.5"
"SE1d.6","2022-23","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","%","5.2","4.5","3.3","6.4","6.6","21.2","np","4.6","","5.5"
"SE1d.6","2022-23","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.5","3.3","2.0","4.2","4.6","10.5","np","3.2","","1.3"
"SE1d.6","2022-23","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","% (AS)","5.4","4.8","3.4","6.8","6.6","22.4","np","4.6","","5.7"
"SE1d.6","2022","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","6.4","6.2","4.9","7.6","7.5","9.8","7.7","6.3","","6.3"
"SE1d.6","2022-23","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","10.9","2.2","5.4","4.6","2.1","4.6","np","2.3","","33.1"
"SE1d.6","2022","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","409.7","327.5","193.0","154.8","106.5","44.2","26.1","7.4","","1263.9"
"SE1d.6","2022-23","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","209.9","49.1","165.5","71.7","31.8","21.7","np","49.7","","603.7"
"SE1d.6","2022","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","6072.9","5112.5","3856.5","2033.9","1387.9","422.5","341.3","123.3","","19362.7"
"SE1d.6","2018-19","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","%","5.0","2.8","2.7","3.4","3.5","15.5","4.1","2.5","","4.1"
"SE1d.6","2018-19","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.1","1.8","1.5","2.0","2.2","6.0","np","1.2","","0.9"
"SE1d.6","2018-19","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","% (AS)","5.2","3.1","2.8","3.8","3.5","17.2","3.8","2.6","","4.4"
"SE1d.6","2018-19","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","8.2","1.0","3.6","2.0","0.9","2.8","0.2","1.2","","20.1"
"SE1d.6","2018-19","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","163.4","35.6","132.9","59.5","25.7","18.1","4.9","47.1","","486.3"
"SE1d.6","2017-18","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","6.8","7.8","6.9","8.8","6.2","10.8","6.4","10.4","","7.4"
"SE1d.6","2017-18","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","420.2","383.5","251.6","167.5","88.2","42.6","19.6","12.5","","1383.6"
"SE1d.6","2017-18","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","5881.5","4869.3","3573.2","1877.7","1306.2","382.7","307.0","121.7","","18324.3"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","%","6.1","6.2","5.0","8.6","5.8","10.7","5.0","3.3","","6.0"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (±)","2.7","2.2","2.0","2.8","2.9","3.1","4.1","2.0","","1.1"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (AS)","6.5","7.3","5.3","9.4","6.7","11.4","4.4","2.7","","6.5"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","6.2","6.4","7.8","8.4","7.0","11.3","4.8","7.6","","6.9"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","7.6","1.8","5.6","4.4","1.3","1.6","0.2","1.4","","23.9"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","359.4","293.4","271.9","156.7","95.4","43.2","13.9","9.2","","1235.0"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","124.8","29.2","111.2","51.4","22.3","15.0","4.0","42.6","","399.7"
"SE1d.6","2014-15","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","5601.4","4484.8","3420.4","1858.4","1276.7","377.9","288.3","121.7","","17422.2"
"SE1d.6","2012-13","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","%","4.6","5.5","3.9","4.1","3.1","5.0","np","2.8","","4.2"
"SE1d.6","2012-13","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","% (±)","1.3","2.1","1.2","1.3","1.7","1.8","np","1.2","","0.6"
"SE1d.6","2012-13","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","% (AS)","5.2","7.0","4.3","4.3","3.8","5.4","np","3.0","","4.7"
"SE1d.6","2012-13","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","'000","5.3","1.5","3.9","1.9","0.6","0.7","np","1.1","","15.2"
"SE1d.6","2012-13","Adequate daily vegetable intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","'000","113.7","26.4","100.7","47.7","20.8","13.6","3.6","39.4","","365.9"
"SE1d.6","2011-12","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","% (AS)","5.8","6.2","5.4","6.5","6.2","8.9","5.5","5.3","","6.0"
"SE1d.6","2011-12","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their vegetable intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","'000","322.4","267.8","180.5","112.6","81.6","34.7","14.9","5.8","","1020.3"
"SE1d.6","2011-12","Adequate daily vegetable intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported vegetable intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","'000","5477.3","4295.3","3299.5","1718.9","1245.7","369.7","275.6","113.4","","16795.5"
"SE1d.7","2022-23","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","%","32.6","25.9","38.4","31.1","30.5","30.0","np","45.7","","34.3"
"SE1d.7","2022-23","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS National Aboriginal and Torres Strait Islander Health Survey","% (±)","5.1","6.9","5.9","6.5","9.4","9.3","np","5.0","","2.7"
"SE1d.7","2022-23","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","% (AS)","32.8","27.6","39.8","32.1","27.5","30.2","np","45.3","","34.8"
"SE1d.7","2022","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","45.6","44.4","42.2","43.0","41.0","39.7","41.2","39.4","","43.8"
"SE1d.7","2022-23","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","68.5","12.7","63.6","22.3","9.7","6.5","np","22.7","","206.8"
"SE1d.7","2022","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","2825.3","2275.4","1678.2","889.7","586.9","174.0","140.8","49.0","","8620.0"
"SE1d.7","2022-23","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","209.9","49.1","165.5","71.7","31.8","21.7","np","49.7","","603.7"
"SE1d.7","2022","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","6072.9","5112.5","3856.5","2033.9","1387.9","422.5","341.3","123.3","","19362.7"
"SE1d.7","2018-19","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","%","40.9","32.9","38.4","37.3","32.3","31.5","44.9","40.1","","38.5"
"SE1d.7","2018-19","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.1","np","1.5","2.0","2.2","6.0","np","1.2","","0.9"
"SE1d.7","2018-19","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","% (AS)","39.9","33.3","39.7","39.0","33.7","32.0","42.1","39.4","","38.6"
"SE1d.7","2018-19","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","66.8","11.7","51.1","22.2","8.3","5.7","2.2","18.9","","187.1"
"SE1d.7","2018-19","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","'000","163.4","35.6","132.9","59.5","25.7","18.1","4.9","47.1","","486.3"
"SE1d.7","2017-18","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","51.8","51.0","50.5","50.8","47.4","46.4","48.1","49.9","","50.8"
"SE1d.7","2017-18","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","3091.8","2499.7","1835.0","964.0","630.9","182.5","147.8","60.1","","9422.6"
"SE1d.7","2017-18","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","5881.5","4869.3","3573.2","1877.7","1306.2","382.7","307.0","121.7","","18324.3"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","%","41.9","38.7","50.4","46.7","37.2","37.3","47.5","45.5","","44.7"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (±)","2.7","2.2","2.0","2.8","2.9","3.1","4.1","2.0","","1.1"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (AS)","43.5","40.4","51.6","48.3","36.9","38.8","47.4","43.4","","45.6"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","% (AS)","49.1","47.9","50.7","54.0","47.9","46.7","49.4","47.4","","49.5"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","52.3","11.3","56.1","24.0","8.3","5.6","1.9","19.4","","178.6"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","2788.2","2159.6","1755.3","1007.5","622.8","179.4","142.7","57.3","","8720.9"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","'000","124.8","29.2","111.2","51.4","22.3","15.0","4.0","42.6","","399.7"
"SE1d.7","2014-15","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) National Health Survey","'000","5601.4","4484.8","3420.4","1858.4","1276.7","377.9","288.3","121.7","","17422.2"
"SE1d.7","2012-13","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","%","41.7","37.0","41.4","38.7","37.1","35.2","29.2","50.6","","41.2"
"SE1d.7","2012-13","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","% (±)","3.8","5.0","3.4","3.9","5.4","4.4","7.2","4.2","","1.6"
"SE1d.7","2012-13","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","% (AS)","43.1","38.9","42.7","40.4","38.7","36.9","32.2","51.0","","42.6"
"SE1d.7","2012-13","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","'000","47.4","9.8","41.7","18.5","7.7","4.8","1.0","20.0","","150.8"
"SE1d.7","2012-13","Adequate daily fruit intake","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS (unpublished) Australian Aboriginal and Torres Strait Islander Health Survey","'000","113.7","26.4","100.7","47.7","20.8","13.6","3.6","39.4","","365.9"
"SE1d.7","2011-12","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Age-standardised proportion","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","% (AS)","50.0","46.6","48.4","48.8","43.8","42.5","51.7","43.6","","48.1"
"SE1d.7","2011-12","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over who reported that their fruit intake met recommended guidelines","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","'000","2770.7","2017.5","1615.7","843.0","559.7","163.3","141.8","48.7","","8160.5"
"SE1d.7","2011-12","Adequate daily fruit intake","18+ years old","All people","Non-Indigenous people","All areas","People aged 18 years or over with reported fruit intake","Number","18+ years old","Non-Indigenous people","","","","","","ABS (unpublished) Australian Health Survey","'000","5477.3","4295.3","3299.5","1718.9","1245.7","369.7","275.6","113.4","","16795.5"
"SE1d.8","2022-23","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (including activity at work)","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","%","20.2","13.2","13.8","17.4","15.0","23.0","np","26.4","","17.7"
"SE1d.8","2022-23","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (including activity at work)","Proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","95%CI","ABS National Aboriginal and Torres Strait Islander Health Survey","% (±)","4.9","4.8","5.5","10.6","8.1","9.5","np","13.2","","2.7"
"SE1d.8","2022-23","Sufficient daily activity","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People aged 18 years or over who reported sufficient daily activity (including activity at work)","Age-standardised proportion","18+ years old","Aboriginal and Torres Strait Islander people","","","","","","ABS National Aboriginal and Torres Strait Islander Health Survey","% (AS)","18.2","13.5","12.6","16.1","11.9","22.0","np","24.3","","16.2"
