"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE2a.3","2018","Mothers who smoke during pregnancy","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Mothers who smoke during pregnancy; after 20 weeks of pregnancy","","Number of women","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","1679","328","1531","692","266","125","35","516","5172"
"SE2a.3","2018","Mothers who smoke during pregnancy","All ages","Females","Non-Indigenous people","All areas","Mothers who smoke during pregnancy; after 20 weeks of pregnancy","","Number of women","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","5329","3348","3969","1529","1087","692","192","120","16266"
"SE2a.3","2017","Mothers who smoke during pregnancy","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Mothers who smoke during pregnancy; after 20 weeks of pregnancy","","Proportion of women who gave birth","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","36.3","33.5","38.6","43.0","37.7","34.2","40.0","46.1","38.6"
"SE2a.3","2017","Mothers who smoke during pregnancy","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Mothers who smoke during pregnancy; after 20 weeks of pregnancy","","Proportion of women who gave birth (aged standardised)","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","% (AS)","36.6","32.2","38.5","44.4","41.6","np","np","47.0","38.9"
"SE2a.3","2017","Mothers who smoke during pregnancy","All ages","Females","Non-Indigenous people","All areas","Mothers who smoke during pregnancy; after 20 weeks of pregnancy","","Proportion of women who gave birth (aged standardised)","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","% (AS)","8.0","8.3","9.3","8.9","7.8","15.1","8.2","9.5","8.5"
"SE2a.3","2017","Mothers who smoke during pregnancy","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Mothers who smoke during pregnancy; after 20 weeks of pregnancy","","Number of women","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","1544","288","1572","760","264","109","42","500","5079"
"SE2a.3","2017","Mothers who smoke during pregnancy","All ages","Females","Non-Indigenous people","All areas","Mothers who smoke during pregnancy; after 20 weeks of pregnancy","","Number of women","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4793","3548","4122","1849","1086","618","202","134","16352"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","87.1","88.5","90.5","82.3","88.2","98.0","89.6","84.2","87.8"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.9","1.9","0.8","1.7","2.3","1.5","5.4","2.2","0.5"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","95.0","94.0","96.6","96.0","96.5","93.6","88.7","98.5","95.1"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.2","0.2","0.3","0.7","0.9","0.5","0.1"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4236","1002","4141","1514","693","337","112","895","12930"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","80004","67211","52625","26881","16636","4910","4479","2315","255061"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","977","133","5","0","0","93","0","1","1209"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4862","1132","4574","1840","786","344","125","1063","14726"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","84254","71504","54459","28015","17243","5245","5051","2350","268121"
"SE2d.1","2022","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","1006","162","6","0","0","112","0","1","1287"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","87.5","85.8","90.9","83.9","87.6","97.3","83.3","85.5","88.1"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.9","2.0","0.8","1.7","2.3","1.7","6.8","2.0","0.5"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","95.3","93.2","97.1","96.6","97.0","93.6","87.5","97.3","95.2"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.1","0.2","0.2","0.7","0.9","0.6","0.1"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4337","981","4103","1513","701","357","95","971","13058"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","87392","71066","54987","29155","17450","5077","4580","2447","272154"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","1076","105","27","0","0","70","1","0","1279"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4954","1143","4513","1803","800","367","114","1136","14830"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","91657","76259","56635","30177","17984","5423","5234","2514","285883"
"SE2d.1","2021","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","1102","135","27","0","0","89","1","0","1354"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","88.6","87.3","90.7","81.6","88.6","96.3","87.4","88.4","88.4"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.9","2.0","0.9","1.8","2.3","2.1","6.2","1.9","0.5"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","94.8","94.0","96.9","96.9","97.0","93.9","89.1","97.2","95.2"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.1","0.2","0.3","0.7","0.9","0.7","0.1"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","3971","886","3849","1481","631","289","97","1001","12205"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","80943","67608","51642","27005","16356","4754","4499","2286","255093"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","699","118","30","0","0","72","0","0","919"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4482","1015","4244","1814","712","300","111","1132","13810"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","85376","71938","53299","27882","16870","5064","5051","2352","267832"
"SE2d.1","2020","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","746","161","30","0","0","93","0","0","1030"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","89.9","87.1","90.7","82.5","88.3","96.8","86.2","88.8","89.0"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.9","2.1","0.9","1.8","2.4","2.0","6.3","1.8","0.5"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","95.5","92.7","96.7","96.6","97.4","93.4","86.4","98.0","95.1"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.1","0.2","0.2","0.7","0.9","0.6","0.1"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","3965","853","3913","1455","634","302","100","993","12215"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","84639","67072","52330","27581","16784","4794","4521","2268","259989"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","322","757","3","0","0","98","5","0","1185"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4412","979","4312","1764","718","312","116","1118","13731"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","88582","72374","54095","28548","17227","5134","5233","2314","273507"
"SE2d.1","2019","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","344","808","4","1","0","126","6","0","1289"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","90.8","83.1","90.2","80.4","85.0","97.6","87.2","85.6","88.0"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.9","2.3","0.9","1.9","2.7","1.7","6.1","2.0","0.6"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","95.6","91.6","96.3","96.4","97.4","93.4","86.6","97.6","94.7"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.2","0.2","0.2","0.7","0.9","0.6","0.1"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","3815","837","3646","1406","588","289","102","978","11661"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","85216","67307","52516","27518","16816","4602","4292","2396","260663"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","260","140","0","0","0","93","1","0","494"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4200","1007","4043","1748","692","296","117","1142","13245"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","89114","73476","54557","28533","17262","4927","4955","2455","275279"
"SE2d.1","2018","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","276","173","0","0","0","114","1","0","564"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","90.2","85.6","89.4","78.4","85.5","96.1","87.0","85.7","87.5"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.9","2.3","1.0","1.9","2.6","2.1","6.6","2.0","0.6"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","96.3","90.9","96.3","96.5","97.8","93.2","85.2","96.6","94.7"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.2","0.2","0.2","0.7","1.0","0.7","0.1"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","3735","765","3567","1348","583","299","87","973","11357"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","86268","67131","52240","28398","16795","4649","4398","2455","262334"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation and who attended five or more antenatal visits","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","400","181","2","0","0","90","9","2","684"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4140","894","3991","1719","682","311","100","1136","12973"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","89609","73820","54246","29441","17176","4990","5164","2542","276988"
"SE2d.1","2017","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth at 32 weeks or more gestation","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","414","206","4","0","0","114","9","2","749"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","80.6","75.4","70.6","55.6","60.8","86.4","56.6","63.5","71.5"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.1","2.5","1.3","2.2","3.3","3.6","8.6","2.8","0.7"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","80.4","81.0","84.5","62.6","82.7","87.6","45.0","94.4","79.2"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.3","0.6","0.6","0.9","1.3","0.9","0.2"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4004","868","3328","1047","497","304","73","725","10846"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","68489","58774","46752","18024","14973","4711","2353","2248","216324"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","886","99","5","0","0","92","0","2","1084"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4967","1151","4717","1884","818","352","129","1142","15160"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","85204","72598","55345","28804","18101","5377","5230","2381","273040"
"SE2d.2","2022","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","1019","172","6","0","2","114","0","2","1315"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","80.4","76.7","70.8","54.0","64.6","83.0","53.0","67.2","72.0"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.1","2.4","1.3","2.3","3.3","3.8","9.0","2.6","0.7"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","%","80.9","82.3","84.8","63.7","84.9","88.2","48.1","95.4","80.1"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Non-Indigenous women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.3","0.3","0.5","0.5","0.8","1.3","0.8","0.1"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","4057","897","3290","969","534","313","62","820","10942"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","74970","63895","48721","19675","15954","4895","2585","2437","233132"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","953","94","26","0","0","78","1","0","1152"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth","","Number","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","5047","1170","4649","1795","827","377","117","1221","15203"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Non-Indigenous people","All areas","Women who gave birth","","Number","Non-Indigenous women","","","","AIHW (unpublished) National Perinatal Data Collection","no.","92691","77641","57473","30890","18798","5548","5371","2555","290967"
"SE2d.2","2021","Use of antenatal care by pregnant women","All ages","Females","Unknown Indigenous status","All areas","Women who gave birth","","Number","Indigenous status not stated","","","","AIHW (unpublished) National Perinatal Data Collection","no.","1110","146","27","0","0","90","1","0","1152"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","","AIHW (unpublished) National Perinatal Data Collection","%","77.3","73.9","71.1","51.9","67.5","83.8","48.2","70.4","70.7"
"SE2d.2","2020","Use of antenatal care by pregnant women","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Women who gave birth and who attended at least one antenatal visit in the first trimester","","Proportion","Aboriginal and Torres Strait Islander women","","","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.2","2.7","1.3","2.3","3.4","4.1","9.3","2.6","0.7"
