"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA [Register of Radiocommunications Licences]","no.","1","0","29","31","4","0","..","65","130"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA [Register of Radiocommunications Licences]","no.","4","1","39","35","5","0","0","68","152"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA [Register of Radiocommunications Licences]","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA [Register of Radiocommunications Licences]","no.","2","0","6","1","1","0","0","0","10"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA [Register of Radiocommunications Licences]","no.","0","0","24","14","4","0","..","34","76"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA [Register of Radiocommunications Licences]","no.","3","1","31","16","5","0","0","35","91"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA [Register of Radiocommunications Licences]","no.","0","0","0","0","0","0","0","0","0"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA [Register of Radiocommunications Licences]","no.","1","0","3","2","0","0","0","2","7"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA [Register of Radiocommunications Licences]","no.","1","0","5","17","0","0","..","31","54"
"SE17g.1","2023","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA [Register of Radiocommunications Licences]","no.","1","0","8","19","0","0","0","33","61"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","2","0","9","3","1","0","0","1","16"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","1","0","29","34","4","0","..","66","134"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","4","1","39","38","5","0","0","68","155"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","6","1","1","0","0","0","10"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","24","15","4","0","..","34","77"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","31","17","5","0","0","35","92"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","0","0","0","0","0","0","0","0","0"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","0","0","3","2","0","0","0","1","6"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","1","0","5","19","0","0","..","32","57"
"SE17g.1","2022","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","1","0","8","21","0","0","0","33","63"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","2","0","9","3","1","0","0","1","16"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","1","0","29","34","4","0","..","64","132"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","4","1","39","38","5","0","0","66","153"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","6","1","1","0","0","0","10"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","24","15","4","0","..","34","77"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","31","17","5","0","0","35","92"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","0","0","0","0","0","0","0","0","0"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","0","0","3","2","0","0","0","1","6"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","1","0","5","19","0","0","..","30","55"
"SE17g.1","2021","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","1","0","8","21","0","0","0","31","61"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","3","0","9","5","1","0","0","2","20"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","29","32","4","0","..","61","126"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","4","1","39","38","5","0","0","64","151"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","6","1","1","0","0","0","10"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","24","15","4","0","..","34","77"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","31","17","5","0","0","35","92"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","0","0","0","0","0","0","0","0","0"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","1","0","3","4","0","0","0","2","10"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","5","17","0","0","..","27","49"
"SE17g.1","2020","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","1","0","8","21","0","0","0","29","59"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","3","0","12","7","6","0","0","0","28"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","28","33","4","0","..","60","125"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","4","1","41","41","10","0","0","61","158"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","6","1","1","0","0","0","10"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","24","15","4","0","..","33","76"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","31","17","5","0","0","34","91"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","0","0","0","0","0","0","0","0","0"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","1","0","6","6","5","0","0","0","18"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","4","18","0","0","..","27","49"
"SE17g.1","2019","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","1","0","10","24","5","0","0","27","67"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","3","0","10","7","1","0","0","0","21"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","27","33","9","0","..","61","130"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","4","1","38","41","10","0","0","62","156"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","6","1","1","0","0","0","10"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","24","15","4","0","..","33","76"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","31","17","5","0","0","34","91"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","0","0","0","0","0","0","0","0","0"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","1","0","4","6","0","0","0","0","11"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","3","18","5","0","..","28","54"
"SE17g.1","2018","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","1","0","7","24","5","0","0","28","65"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","3","0","11","7","1","0","0","0","22"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","29","33","7","0","..","58","127"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","4","1","41","41","8","0","0","59","154"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","7","1","1","0","0","0","11"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Remote","","","","ACMA (unpublished)","no.","0","0","26","17","4","0","..","33","80"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","All areas","","","","ACMA (unpublished)","no.","3","1","34","19","5","0","0","34","96"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","0","0","0","0","0","0","0","0","0"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","1","0","4","6","0","0","0","0","11"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","0","0","3","16","3","0","..","25","47"
"SE17g.1","2017","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Temporary community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","1","0","7","22","3","0","0","25","58"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Metropolitan","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Regional","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Remote","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","Remote","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","All areas","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","All community radio broadcasting licences","All areas","","","","ACMA (unpublished)","no.","na","na","na","na","na","na","na","na","na"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Metropolitan","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Metropolitan","","","","ACMA (unpublished)","no.","1","1","1","1","0","0","0","1","5"
"SE17g.1","2016","Community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest","All ages","All people","All people","Regional","Number of community radio broadcasting licences with an Aboriginal and Torres Strait Islander interest; at 30 June","","","","Community radio broadcasting licences (long term)","Regional","","","","ACMA (unpublished)","no.","2","0","6","1","1","0","0","0","10"
