"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE12e.1","2020","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with Aboriginal and Torres Strait Islander relatives/kin or carers","0-17 years old","","Derived from State and territory governments (unpublished)","no.","3347","963","1306","1304","584","43","84","312","7943"
"SE12e.1","2020","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Non-Indigenous relatives/kin","0-17 years old","","State and territory governments (unpublished)","no.","1505","975","618","391","331","120","50","0","3990"
"SE12e.1","2020","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with relatives or kin or Aboriginal and Torres Strait Islander carers","0-17 years old","","State and territory governments (unpublished)","no.","4852","1938","1924","1695","915","181","134","312","11951"
"SE12e.1","2020","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Other non-Indigenous carers","0-17 years old","","State and territory governments (unpublished)","no.","1506","412","1542","845","377","182","66","596","5526"
"SE12e.1","2020","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Residential care or family group home","0-17 years old","","State and territory governments (unpublished)","no.","214","92","485","196","227","np","9","0","1223"
"SE12e.1","2020","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Independent living/living arrangements unknown","0-17 years old","","State and territory governments (unpublished)","no.","116","8","0","0","0","0","4","8","136"
"SE12e.1","2020","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Total living in another care arrangement","0-17 years old","","State and territory governments (unpublished)","no.","1836","512","2027","1041","604","208","79","604","6911"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Aboriginal and Torres Strait Islander relatives/kin","0-17 years old","","Derived from State and territory governments (unpublished)","%","34.9","40.9","21.0","39.4","31.5","8.5","40.2","31.2","32.5"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Other Aboriginal and Torres Strait Islander carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","15.6","1.9","13.3","8.3","7.4","4.5","2.0","5.6","10.9"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with Aboriginal and Torres Strait Islander relatives/kin or carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","50.5","42.7","34.2","47.6","38.9","13.0","42.2","36.8","43.4"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Non-Indigenous relatives/kin","0-17 years old","","Derived from State and territory governments (unpublished)","%","22.3","35.6","13.9","12.9","19.4","29.1","22.1","0","19.6"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with relatives or kin or Aboriginal and Torres Strait Islander carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","72.8","78.4","48.1","60.5","58.3","42.1","64.3","36.8","63.1"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Other non-Indigenous carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","22.4","16.3","40.7","31.8","26.2","50.8","31.2","63.0","29.8"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Residential care or family group home","0-17 years old","","Derived from State and territory governments (unpublished)","%","2.7","4.8","11.2","7.7","15.5","6.9","4.5","0","6.3"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Independent living/living arrangements unknown","0-17 years old","","Derived from State and territory governments (unpublished)","%","2.0","0.6","0","0","0","0.3","0","0.2","0.8"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Total living in another care arrangement","0-17 years old","","Derived from State and territory governments (unpublished)","%","27.2","21.6","51.9","39.5","41.7","57.9","35.7","63.2","36.9"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Aboriginal and Torres Strait Islander relatives/kin","0-17 years old","","State and territory governments (unpublished)","no.","2356","891","750","1025","422","32","80","295","5851"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Other Aboriginal and Torres Strait Islander carers","0-17 years old","","State and territory governments (unpublished)","no.","1055","41","474","215","99","17","4","53","1958"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with Aboriginal and Torres Strait Islander relatives/kin or carers","0-17 years old","","Derived from State and territory governments (unpublished)","no.","3411","932","1224","1240","521","49","84","348","7809"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Non-Indigenous relatives/kin","0-17 years old","","State and territory governments (unpublished)","no.","1508","777","496","336","259","110","44","0","3530"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with relatives or kin or Aboriginal and Torres Strait Islander carers","0-17 years old","","State and territory governments (unpublished)","no.","4919","1709","1720","1576","780","159","128","348","11339"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Other non-Indigenous carers","0-17 years old","","State and territory governments (unpublished)","no.","1516","355","1456","828","350","192","62","596","5355"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Residential care or family group home","0-17 years old","","State and territory governments (unpublished)","no.","184","105","400","200","208","26","9","0","1132"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Independent living/living arrangements unknown","0-17 years old","","State and territory governments (unpublished)","no.","135","12","0","0","0","1","0","2","150"
"SE12e.1","2019","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Total living in another care arrangement","0-17 years old","","State and territory governments (unpublished)","no.","1835","472","1856","1028","558","219","71","598","6637"
"SE12g.1","2023","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","%","80.0","75.3","93.7","78.0","90.4","40.9","98.5","84.6","83.3"
"SE12g.1","2023","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","4542","1410","4190","1813","1512","146","130","613","14356"
"SE12g.1","2023","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","All children required to have a plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","5675","1873","4471","2323","1672","357","132","725","17228"
"SE12g.1","2022","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","%","75.5","73.0","95.2","67.3","91.8","60.0","95.5","23.2","78.2"
"SE12g.1","2022","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","4596","1364","4119","1555","1565","210","252","181","13842"
"SE12g.1","2022","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","All children required to have a plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","6084","1869","4327","2312","1705","350","264","781","17692"
"SE12g.1","2021","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","%","60.3","66.3","95.4","70.1","96.5","62.4","84.8","43.8","73.4"
"SE12g.1","2021","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","3708","1136","3871","1635","1580","219","167","371","12687"
"SE12g.1","2021","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","All children required to have a plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","6152","1713","4056","2331","1637","351","197","848","17285"
"SE12g.1","2020","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","%","55.9","59.9","97.9","80.4","55.2","73.9","86.5","47.1","69.2"
"SE12g.1","2020","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","3314","936","3530","1900","838","257","180","418","11373"
"SE12g.1","2020","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","All children required to have a plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","5932","1562","3605","2362","1519","348","208","888","16424"
"SE12g.1","2019","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","%","na","41.7","97.5","81.5","na","63.9","91.9","51.7","na"
"SE12g.1","2019","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Has a cultural care plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","na","637","3171","1831","na","212","181","477","na"
"SE12g.1","2019","Children with cultural care plans","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","All children required to have a plan","Aboriginal and Torres Strait Islander children","","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","na","1529","3251","2248","na","332","197","922","na"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Physical abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3.4","6.7","3.4","3.2","4.1","2.4","4.4","3.5","3.7"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Sexual abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.0","3.5","1.0","1.8","3.1","np","np","2.2","2.5"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Emotional abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","9.2","51.1","10.3","30.5","29.9","3.2","9.3","17.2","16.8"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Neglect","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","12.8","5.7","7.7","10.8","9.8","4.6","8.7","5.5","9.6"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Total","0-17 years old","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","29.5","67.0","22.5","46.3","47.7","11.2","29.7","28.4","32.8"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Physical abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","0.7","0.9","0.5","0.5","0.7","0.4","0.1","0.4","0.7"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Sexual abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","0.7","0.4","0.3","0.3","0.5","0.1","0.1","0.2","0.5"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Emotional abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.4","6.4","2.0","2.3","3.6","0.7","0.3","1.6","3.1"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Neglect","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.2","0.5","0.9","0.9","1.0","0.8","0.4","0.4","0.9"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Total","0-17 years old","","Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.0","8.2","3.8","4.1","5.9","2.1","1.5","2.7","5.1"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Physical abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","477","211","391","149","85","31","15","88","1447"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Sexual abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","562","109","120","87","65","np","np","56","1007"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Emotional abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1287","1612","1185","1440","628","41","32","434","6659"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Neglect","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1786","181","888","510","205","60","30","138","3798"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Total","0-17 years old","","State and territory governments (unpublished)","no.","4116","2113","2584","2186","1002","146","102","716","12965"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Physical abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1112","1268","588","327","238","38","10","15","3596"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Sexual abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1176","639","346","169","164","8","6","8","2516"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Emotional abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","2346","9165","2242","1414","1286","74","29","59","16615"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Neglect","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","1926","640","1033","550","350","76","38","16","4629"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Non-Indigenous children","Total","0-17 years old","","State and territory governments (unpublished)","no.","6572","11712","4209","2461","2098","210","146","98","27506"
"SE12m.1","2023-24","Notifications","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Unknown Indigenous status","","0-17 years old","","State and territory governments (unpublished)","no.","1208","0","322","2","61","31","19","6","1649"
"SE12m.1","2023","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 31 December","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","139357","31522","114663","47241","20985","13006","3438","25206","395478"
"SE12m.1","2023","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 31 December","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","1660190","1421283","1106715","602521","357578","100769","95343","35804","5381087"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Physical abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.2","6.9","3.9","3.7","3.4","np","np","3.4","4.1"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Sexual abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.0","2.9","0.7","2.5","2.1","np","np","2.2","2.4"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Emotional abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","10.8","55.4","10.2","31.3","29.4","5.6","2.6","24.3","18.2"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Neglect","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","12.9","5.2","7.5","12.5","12.4","4.6","5.8","8.1","10.0"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","Total","0-17 years old","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","32.0","70.3","22.4","50.1","47.7","13.7","21.9","38.0","35.0"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Physical abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","0.8","1.1","0.5","0.6","0.5","0.4","0.4","0.4","0.8"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Sexual abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","0.8","0.6","0.3","0.4","0.5","np","np","0.2","0.5"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Emotional abuse","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.7","7.3","2.0","2.5","2.8","0.6","0.6","2.1","3.4"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Neglect","0-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.4","0.5","0.9","0.9","1.1","0.8","0.5","0.3","1.0"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Rate per 1000 children","","Non-Indigenous children","Total","0-17 years old","","Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4.8","9.4","3.7","4.4","5.1","2.1","2.5","4.7","5.7"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Physical abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","582","214","441","173","72","np","np","86","1589"
"SE12m.1","2022-23","Notifications","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years that were the subject of substantiated child protection notifications","Number of children","","Aboriginal and Torres Strait Islander children","Sexual abuse","0-17 years old","","AIHW (unpublished) Child protection Australia","no.","557","90","83","118","44","np","np","57","955"
