"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 1 and under 2 years","18+ years old","","ABS Prisoners in Australia","no.","542","72","481","387","64","26","18","181","1772"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 2 and under 5 years","18+ years old","","ABS Prisoners in Australia","no.","578","115","863","760","86","24","19","253","2696"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 5 and under 10 years","18+ years old","","ABS Prisoners in Australia","no.","371","100","380","221","68","12","10","129","1293"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 10 and under 15 years","18+ years old","","ABS Prisoners in Australia","no.","98","17","92","37","17","0","3","34","307"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 15 and under 20 years","18+ years old","","ABS Prisoners in Australia","no.","53","9","21","8","11","0","0","13","114"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","20 years and over","18+ years old","","ABS Prisoners in Australia","no.","96","15","7","0","5","4","0","0","126"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Life","18+ years old","","ABS Prisoners in Australia","no.","8","0","68","54","38","0","0","17","189"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Other","18+ years old","","ABS Prisoners in Australia","no.","15","0","0","11","0","0","0","10","36"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Under 3 months","18+ years old","","ABS Prisoners in Australia","no.","66","73","13","23","19","23","9","0","227"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 3 and under 6 months","18+ years old","","ABS Prisoners in Australia","no.","171","184","39","48","48","25","11","10","533"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 6 and under 12 months","18+ years old","","ABS Prisoners in Australia","no.","408","349","214","294","71","44","9","10","1394"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 1 and under 2 years","18+ years old","","ABS Prisoners in Australia","no.","1035","524","594","468","150","45","36","13","2860"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 2 and under 5 years","18+ years old","","ABS Prisoners in Australia","no.","1534","1016","1318","953","366","107","58","63","5416"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 5 and under 10 years","18+ years old","","ABS Prisoners in Australia","no.","1539","1192","1133","732","325","62","41","53","5088"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 10 and under 15 years","18+ years old","","ABS Prisoners in Australia","no.","685","406","307","236","158","17","22","13","1856"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 15 and under 20 years","18+ years old","","ABS Prisoners in Australia","no.","334","187","63","45","72","9","4","3","718"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","20 years and over","18+ years old","","ABS Prisoners in Australia","no.","484","237","33","22","34","25","12","0","840"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Life","18+ years old","","ABS Prisoners in Australia","no.","77","58","252","237","159","13","9","16","814"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Other","18+ years old","","ABS Prisoners in Australia","no.","58","0","7","19","0","0","0","4","78"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Total","","18+ years old","","ABS Prisoners in Australia","no.","3335","722","3038","2666","701","145","116","1371","12092"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Number","Non-Indigenous people","Total","","18+ years old","","ABS Prisoners in Australia","no.","9384","6350","5617","4105","2286","526","331","264","28872"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Unknown Indigenous status","People in prison custody at 30 June","Number","Indigenous status not stated","Total","","18+ years old","","ABS Prisoners in Australia","no.","11","80","0","0","0","0","0","0","92"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Under 3 months","18+ years old","","Derived from ABS Prisoners in Australia","%","2.6","5.5","0.6","1.8","3.7","15.1","0","4.8","2.4"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 3 and under 6 months","18+ years old","","Derived from ABS Prisoners in Australia","%","5.7","8.2","2.2","0.9","4.2","11.6","0","15.1","5.2"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 6 and under 12 months","18+ years old","","Derived from ABS Prisoners in Australia","%","13.3","10.7","9.1","16.4","5.7","8.1","11.1","17.5","13.2"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 1 and under 2 years","18+ years old","","Derived from ABS Prisoners in Australia","%","27.2","21.0","23.4","24.7","17.3","24.4","33.3","18.8","23.8"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 2 and under 5 years","18+ years old","","Derived from ABS Prisoners in Australia","%","23.7","23.7","37.5","39.4","29.5","29.1","37.0","23.5","30.9"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 5 and under 10 years","18+ years old","","Derived from ABS Prisoners in Australia","%","15.9","22.1","17.8","10.8","19.5","10.5","24.1","12.6","15.1"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 10 and under 15 years","18+ years old","","Derived from ABS Prisoners in Australia","%","4.7","3.4","4.9","2.1","5.7","3.5","0","3.8","4.0"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 15 and under 20 years","18+ years old","","Derived from ABS Prisoners in Australia","%","2.1","2.1","0.8","0.4","3.7","0","5.6","0.8","1.2"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","20 years and over","18+ years old","","Derived from ABS Prisoners in Australia","%","4.0","4.1","0.2","0","2.0","8.1","0","0","1.6"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Life","18+ years old","","Derived from ABS Prisoners in Australia","%","0.3","0.9","3.2","2.9","9.3","0","0","2.4","2.3"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Other","18+ years old","","Derived from ABS Prisoners in Australia","%","0.6","0","0","0.8","0","0","0","1.1","0.5"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Under 3 months","18+ years old","","Derived from ABS Prisoners in Australia","%","1.0","2.5","0.4","0.9","2.1","9.5","1.4","3.0","1.4"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Between 3 and under 6 months","18+ years old","","Derived from ABS Prisoners in Australia","%","3.0","5.4","2.2","0.8","3.1","6.5","2.3","4.5","3.2"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Between 6 and under 12 months","18+ years old","","Derived from ABS Prisoners in Australia","%","7.7","8.8","7.3","9.3","4.6","11.6","13.6","5.1","8.0"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Between 1 and under 2 years","18+ years old","","Derived from ABS Prisoners in Australia","%","17.8","14.8","17.3","15.4","8.6","11.9","12.6","9.1","15.8"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Between 2 and under 5 years","18+ years old","","Derived from ABS Prisoners in Australia","%","22.9","24.5","31.6","32.8","27.6","24.9","29.0","31.8","26.9"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Between 5 and under 10 years","18+ years old","","Derived from ABS Prisoners in Australia","%","23.3","26.1","25.2","23.4","24.0","19.7","21.5","24.2","24.3"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Between 10 and under 15 years","18+ years old","","Derived from ABS Prisoners in Australia","%","10.1","8.2","6.9","7.8","11.9","4.1","9.3","10.6","8.7"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Between 15 and under 20 years","18+ years old","","Derived from ABS Prisoners in Australia","%","4.8","3.9","1.5","1.1","4.4","1.1","4.2","2.0","3.3"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","20 years and over","18+ years old","","Derived from ABS Prisoners in Australia","%","7.1","4.6","0.8","0.5","2.2","7.0","3.7","0","3.9"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Life","18+ years old","","Derived from ABS Prisoners in Australia","%","1.2","1.2","6.5","7.5","11.4","3.5","1.4","10.6","4.0"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Aggregate sentence length","Other","18+ years old","","Derived from ABS Prisoners in Australia","%","1.0","0.1","0.1","0.4","0","0","0","2.5","0.5"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Under 3 months","18+ years old","","ABS Prisoners in Australia","no.","60","24","11","33","13","13","0","48","196"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 3 and under 6 months","18+ years old","","ABS Prisoners in Australia","no.","131","36","43","17","15","10","0","152","415"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 6 and under 12 months","18+ years old","","ABS Prisoners in Australia","no.","303","47","179","302","20","7","6","177","1058"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 1 and under 2 years","18+ years old","","ABS Prisoners in Australia","no.","621","92","459","456","61","21","18","190","1913"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 2 and under 5 years","18+ years old","","ABS Prisoners in Australia","no.","541","104","735","726","104","25","20","237","2480"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 5 and under 10 years","18+ years old","","ABS Prisoners in Australia","no.","362","97","348","199","69","9","13","127","1216"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 10 and under 15 years","18+ years old","","ABS Prisoners in Australia","no.","107","15","96","38","20","3","0","38","318"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Between 15 and under 20 years","18+ years old","","ABS Prisoners in Australia","no.","48","9","16","8","13","0","3","8","100"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","20 years and over","18+ years old","","ABS Prisoners in Australia","no.","92","18","3","0","7","7","0","0","126"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Life","18+ years old","","ABS Prisoners in Australia","no.","6","4","63","54","33","0","0","24","185"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","Sentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Aggregate sentence length","Other","18+ years old","","ABS Prisoners in Australia","no.","14","0","0","14","0","0","0","11","38"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Under 3 months","18+ years old","","ABS Prisoners in Australia","no.","67","115","15","29","29","35","3","6","296"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 3 and under 6 months","18+ years old","","ABS Prisoners in Australia","no.","201","251","91","25","44","24","5","9","655"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 6 and under 12 months","18+ years old","","ABS Prisoners in Australia","no.","514","413","297","291","65","43","29","10","1663"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 1 and under 2 years","18+ years old","","ABS Prisoners in Australia","no.","1181","693","703","481","120","44","27","18","3260"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 2 and under 5 years","18+ years old","","ABS Prisoners in Australia","no.","1518","1147","1281","1021","386","92","62","63","5568"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 5 and under 10 years","18+ years old","","ABS Prisoners in Australia","no.","1550","1223","1025","730","336","73","46","48","5023"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 10 and under 15 years","18+ years old","","ABS Prisoners in Australia","no.","674","385","281","242","167","15","20","21","1800"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Between 15 and under 20 years","18+ years old","","ABS Prisoners in Australia","no.","322","184","59","35","62","4","9","4","675"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","20 years and over","18+ years old","","ABS Prisoners in Australia","no.","471","217","34","17","31","26","8","0","809"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Life","18+ years old","","ABS Prisoners in Australia","no.","81","57","262","235","160","13","3","21","831"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","Sentenced people in prison custody at 30 June","Number","Non-Indigenous people","Aggregate sentence length","Other","18+ years old","","ABS Prisoners in Australia","no.","68","3","3","13","0","0","0","5","94"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Total","","18+ years old","","ABS Prisoners in Australia","no.","3434","840","2873","2680","681","140","104","1443","12195"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Number","Non-Indigenous people","Total","","18+ years old","","ABS Prisoners in Australia","no.","10011","7248","5903","4255","2178","553","362","294","30805"
"SE10d.2","2019","Aggregate sentence length","18+ years old","All people","Unknown Indigenous status","People in prison custody at 30 June","Number","Indigenous status not stated","Total","","18+ years old","","ABS Prisoners in Australia","no.","11","11","0","0","0","0","7","0","35"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Under 1 month","18+ years old","","Derived from ABS Prisoners in Australia","%","24.0","16.0","18.1","22.1","26.6","30.2","18.6","25.3","22.3"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Between 1 and under 3 months","18+ years old","","Derived from ABS Prisoners in Australia","%","30.3","26.5","28.3","28.7","28.2","26.7","27.1","27.0","28.7"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Between 3 and under 6 months","18+ years old","","Derived from ABS Prisoners in Australia","%","18.6","23.1","20.4","24.1","20.7","19.8","28.6","22.9","21.4"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Between 6 and under 12 months","18+ years old","","Derived from ABS Prisoners in Australia","%","15.6","16.0","20.2","15.6","13.7","14.0","12.9","16.8","16.7"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","1 year and over","18+ years old","","Derived from ABS Prisoners in Australia","%","11.2","14.6","13.4","9.5","10.0","9.3","11.4","7.3","10.9"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Time on remand","Under 1 month","18+ years old","","Derived from ABS Prisoners in Australia","%","19.4","18.8","15.9","20.8","22.7","32.2","17.5","11.8","19.2"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Time on remand","Between 1 and under 3 months","18+ years old","","Derived from ABS Prisoners in Australia","%","27.8","26.5","25.5","24.8","28.9","32.2","23.8","26.4","26.8"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Time on remand","Between 3 and under 6 months","18+ years old","","Derived from ABS Prisoners in Australia","%","18.3","21.1","21.5","20.8","19.2","14.0","22.2","17.3","19.8"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Time on remand","Between 6 and under 12 months","18+ years old","","Derived from ABS Prisoners in Australia","%","17.8","16.7","21.0","19.3","13.6","10.7","27.0","27.3","18.2"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Proportion","Non-Indigenous people","Time on remand","1 year and over","18+ years old","","Derived from ABS Prisoners in Australia","%","16.7","16.9","16.1","14.7","16.0","11.6","14.3","11.8","16.1"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Time on remand","Under 1 month","18+ years old","","ABS Prisoners in Australia","no.","463","47","279","364","130","26","13","233","1555"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Time on remand","Between 1 and under 3 months","18+ years old","","ABS Prisoners in Australia","no.","586","78","436","473","138","23","19","249","2004"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Time on remand","Between 3 and under 6 months","18+ years old","","ABS Prisoners in Australia","no.","360","68","314","397","101","17","20","211","1491"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Time on remand","Between 6 and under 12 months","18+ years old","","ABS Prisoners in Australia","no.","302","47","311","257","67","12","9","155","1164"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Time on remand","1 year and over","18+ years old","","ABS Prisoners in Australia","no.","216","43","206","157","49","8","8","67","759"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Number","Non-Indigenous people","Time on remand","Under 1 month","18+ years old","","ABS Prisoners in Australia","no.","723","309","408","308","234","78","22","13","2099"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Number","Non-Indigenous people","Time on remand","Between 1 and under 3 months","18+ years old","","ABS Prisoners in Australia","no.","1040","436","654","368","297","78","30","29","2929"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Number","Non-Indigenous people","Time on remand","Between 3 and under 6 months","18+ years old","","ABS Prisoners in Australia","no.","683","347","552","309","198","34","28","19","2162"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Number","Non-Indigenous people","Time on remand","Between 6 and under 12 months","18+ years old","","ABS Prisoners in Australia","no.","666","274","538","286","140","26","34","30","1987"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","Unsentenced people in prison custody at 30 June","Number","Non-Indigenous people","Time on remand","1 year and over","18+ years old","","ABS Prisoners in Australia","no.","622","278","413","218","165","28","18","13","1763"
"SE10d.3","2024","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","People in prison custody at 30 June","Number","Aboriginal and Torres Strait Islander people","Total","","18+ years old","","ABS Prisoners in Australia","no.","4188","729","4243","3507","851","194","134","2023","15871"
"SE10d.3","2024","Time on remand","18+ years old","All people","Non-Indigenous people","People in prison custody at 30 June","Number","Non-Indigenous people","Total","","18+ years old","","ABS Prisoners in Australia","no.","8706","5015","6637","4303","2494","606","273","261","28294"
"SE10d.3","2024","Time on remand","18+ years old","All people","Unknown Indigenous status","People in prison custody at 30 June","Number","Indigenous status not stated","Total","","18+ years old","","ABS Prisoners in Australia","no.","52","174","0","4","1","1","14","0","238"
"SE10d.3","2023","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Under 1 month","18+ years old","","Derived from ABS Prisoners in Australia","%","23.1","21.7","20.3","21.0","28.0","29.4","22.4","23.6","22.3"
"SE10d.3","2023","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Between 1 and under 3 months","18+ years old","","Derived from ABS Prisoners in Australia","%","24.2","27.8","26.8","27.8","26.0","21.2","30.6","31.2","27.1"
"SE10d.3","2023","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Between 3 and under 6 months","18+ years old","","Derived from ABS Prisoners in Australia","%","20.9","19.8","21.4","24.7","18.4","29.4","24.5","23.3","22.1"
"SE10d.3","2023","Time on remand","18+ years old","All people","Aboriginal and Torres Strait Islander people","Unsentenced people in prison custody at 30 June","Proportion","Aboriginal and Torres Strait Islander people","Time on remand","Between 6 and under 12 months","18+ years old","","Derived from ABS Prisoners in Australia","%","19.0","18.0","20.2","16.8","13.5","12.9","14.3","15.3","17.7"
