"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total_5juris","Total_6juris","Aust"
"SE14e.2","2018-19","Barriers accessing health services","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 18 years or over visited a counsellor in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","18+ years old","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","143.7","31.6","120.8","52.9","20.8","16.0","3.8","44.5","","","434.5"
"SE14e.2","2018-19","Barriers accessing health services","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total population aged 18 years or over","","Number","Aboriginal and Torres Strait Islander people","18+ years old","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","161.8","35.4","131.1","58.4","25.1","18.0","4.8","46.1","","","480.7"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","25.3","21.1","16.4","21.3","24.3","24.9","np","16.4","","","21.6"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","4.3","5.0","3.3","6.0","4.9","8.2","np","4.5","","","2.0"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Affordability","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","11.6","9.6","7.7","11.4","10.0","18.0","np","3.6","","","9.8"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Affordability","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.9","4.5","2.8","4.0","6.3","6.5","np","2.0","","","1.4"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Cultural safety","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","6.9","7.6","3.9","2.8","5.3","8.7","np","2.9","","","5.7"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Cultural safety","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.2","3.3","2.1","1.6","4.5","3.0","np","2.1","","","1.2"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Time and physical accessibility","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","7.9","4.9","5.7","8.1","6.3","9.3","np","8.7","","","7.0"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Time and physical accessibility","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.8","2.5","2.2","3.4","4.1","6.1","np","2.9","","","1.3"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","6.1","4.3","3.8","5.2","6.9","5.4","np","2.9","","","5.1"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.3","2.5","1.9","4.0","3.0","3.4","np","1.9","","","1.1"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Other reason for not visiting","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","2.0","1.3","0.7","0.3","3.3","2.1","np","0.7","","","1.4"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Other reason for not visiting","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.2","np","np","np","np","1.8","np","0.7","","","0.5"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","76.8","80.5","84.4","79.3","77.8","73.6","np","84.3","","","79.9"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did go when needed or did not have need","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","4.2","5.0","3.3","6.0","4.9","8.9","np","4.5","","","2.0"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Total","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","100.0","100.0","100.0","100.0","100.0","100.0","np","100.0","","","100.0"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","82.4","15.8","42.7","23.8","11.9","8.3","np","11.7","","","201.5"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Affordability","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","38.0","7.2","19.9","12.7","4.9","6.0","np","2.6","","","91.6"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Cultural safety","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","22.4","5.7","10.2","3.1","2.6","2.9","np","2.1","","","52.9"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Time and physical accessibility","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","25.7","3.7","14.9","9.0","3.1","3.1","np","6.2","","","65.7"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","20.0","3.2","9.9","5.8","3.4","1.8","np","2.1","","","47.4"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Other reason for not visiting","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","6.4","1.0","1.9","0.3","1.6","0.7","np","0.5","","","13.3"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","250.7","60.3","219.2","88.7","38.1","24.5","np","60.2","","","745.3"
"SE14e.3","2022-23","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total population aged 2 years or over","","Number","Aboriginal and Torres Strait Islander people","2+ years old","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","326.3","74.9","259.6","111.8","49.0","33.3","np","71.4","","","932.9"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","17.5","24.1","19.6","19.9","23.7","23.9","23.3","12.4","","","18.9"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","3.4","4.6","2.8","4.7","4.9","4.7","5.8","2.3","","","1.6"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Affordability","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","7.9","9.7","6.5","10.7","11.2","13.0","9.6","2.1","","","7.9"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Affordability","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.4","2.4","1.8","3.9","3.8","4.1","4.7","1.0","","","1.1"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Cultural safety","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","4.6","5.5","5.0","3.8","8.0","8.1","5.5","1.3","","","4.6"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Cultural safety","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.6","2.0","1.8","1.4","3.2","2.5","3.4","0.6","","","0.8"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Time and physical accessibility","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","3.4","4.9","4.8","6.7","3.2","5.3","4.1","6.1","","","4.7"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Time and physical accessibility","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.5","2.6","1.4","2.5","1.6","1.9","3.5","1.7","","","0.7"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","3.9","6.9","4.7","2.9","6.6","6.0","11.0","2.7","","","4.5"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.9","2.2","1.5","1.2","3.2","2.8","5.2","1.0","","","0.8"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Other reason for not visiting","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","3.6","6.0","3.9","3.2","6.1","4.2","4.1","1.7","","","3.7"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Other reason for not visiting","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.4","2.4","1.4","1.6","3.2","2.6","np","0.7","","","0.7"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","82.3","75.9","80.3","80.1","76.3","76.4","75.3","87.6","","","81.0"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Did go when needed or did not have need","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","3.4","4.6","2.8","4.7","4.9","4.7","5.8","2.2","","","1.6"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","2+ years old","Total","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","","","100.0"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","45.6","13.7","42.4","18.8","9.7","6.8","1.7","8.7","","","146.7"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Affordability","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","20.5","5.5","14.0","10.1","4.6","3.7","0.7","1.5","","","61.0"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Cultural safety","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","11.9","3.1","10.8","3.6","3.3","2.3","0.4","0.9","","","36.0"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Time and physical accessibility","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","9.0","2.8","10.3","6.3","1.3","1.5","0.3","4.3","","","36.5"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","10.3","3.9","10.1","2.7","2.7","1.7","0.8","1.9","","","35.1"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did not go to dentist when needed; by reason for not visiting","Other reason for not visiting","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","9.4","3.4","8.4","3.0","2.5","1.2","0.3","1.2","","","28.6"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people aged 2 years or over visited a dentist in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","2+ years old","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","214.8","43.1","173.7","75.6","31.3","21.7","5.5","61.4","","","627.8"
"SE14e.3","2018-19","Barriers accessing health services","2+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total population aged 2 years or over","","Number","Aboriginal and Torres Strait Islander people","2+ years old","","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","260.9","56.8","216.4","94.4","41.0","28.4","7.3","70.1","","","775.0"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","13.6","18.6","11.8","6.4","14.5","16.2","np","5.1","","","12.1"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","4.2","5.7","4.6","3.2","5.5","7.2","np","1.7","","","2.1"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Affordability","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","7.3","5.9","6.8","2.4","7.6","9.9","np","0","","","6.0"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Affordability","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","3.5","2.6","3.5","np","4.2","5.5","np","0","","","1.7"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Cultural safety","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","1.3","2.5","0.7","1.1","3.0","1.7","np","1.2","","","1.3"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Cultural safety","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","0.8","1.9","np","np","2.7","np","np","1.1","","","0.4"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Time and physical accessibility","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","4.8","6.5","3.8","2.0","5.1","11.3","np","1.9","","","4.4"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Time and physical accessibility","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","2.0","3.6","2.2","1.5","3.9","5.9","np","1.0","","","1.1"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","3.9","4.7","3.1","3.0","5.5","2.3","np","1.9","","","3.4"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Busyness (work; personal; family responsibilities)","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.7","2.4","1.8","2.5","2.9","1.8","np","1.0","","","0.9"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Other reason for not visiting","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","3.1","5.4","1.7","1.4","4.2","0.9","np","1.5","","","2.7"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Other reason for not visiting","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","1.7","4.7","np","1.0","2.7","np","np","1.0","","","0.9"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did go when needed or did not have need","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","86.4","82.1","88.2","93.6","85.3","83.8","np","94.9","","","87.8"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Did go when needed or did not have need","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","4.4","5.6","4.5","3.2","5.5","7.2","np","1.7","","","2.1"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Proportion","Aboriginal and Torres Strait Islander people","","Total","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","100.0","100.0","100.0","100.0","100.0","100.0","np","100.0","","","100.0"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","47.7","14.9","32.8","7.5","7.6","5.6","np","3.8","","","120.7"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Affordability","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","25.4","4.7","18.9","2.8","4.0","3.4","np","0","","","59.6"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Cultural safety","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","4.4","2.0","1.9","1.3","1.6","0.6","np","0.9","","","13.0"
"SE14e.4","2022-23","Barriers accessing health services","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Whether people visited other health professionals in the last 12 months","","Number","Aboriginal and Torres Strait Islander people","","Did not go to other health professionals when needed; by reason for not visiting","Time and physical accessibility","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","16.8","5.2","10.4","2.4","2.7","3.9","np","1.4","","","43.8"
